#############NEW RUN STARTED#############
#############NEW RUN STARTED#############
rx_layout1080.csv rx_layout1066.csv 0.436273873424
rx_layout1080.csv rx_layout1074.csv 0.433751677486
rx_layout1080.csv rx_layout1075.csv 0.433751677486
rx_layout1080.csv rx_layout1077.csv 0.463981050606
rx_layout1080.csv rx_layout1080.csv 1.0
rx_layout1080.csv rx_layout1083.csv 0.485803331753
rx_layout1080.csv rx_layout1089.csv 0.492222147486
rx_layout1080.csv rx_layout1094.csv 0.447013241024
rx_layout1080.csv rx_layout1107.csv 0.48268309554
rx_layout1080.csv rx_layout1109.csv 0
rx_layout1080.csv rx_layout1121.csv 0.390022721447
rx_layout1083.csv rx_layout100.csv 0.486819510563
rx_layout1083.csv rx_layout1002.csv 0.34782762541
rx_layout1083.csv rx_layout1003.csv 0
rx_layout1083.csv rx_layout1004.csv 0
rx_layout1083.csv rx_layout1005.csv 0
rx_layout1083.csv rx_layout1013.csv 0.36014038141
rx_layout1083.csv rx_layout1014.csv 0
rx_layout1083.csv rx_layout1016.csv 0
rx_layout1083.csv rx_layout104.csv 0.42737597167
rx_layout1083.csv rx_layout1044.csv 0.422791657988
rx_layout1083.csv rx_layout1046.csv 0.371073652846
rx_layout1083.csv rx_layout1047.csv 0.376935134296
rx_layout1083.csv rx_layout1059.csv 0.42428934125
rx_layout1083.csv rx_layout1063.csv 0.383044956064
rx_layout1083.csv rx_layout1066.csv 0.417152050267
rx_layout1083.csv rx_layout1074.csv 0.368549884278
rx_layout1083.csv rx_layout1075.csv 0.368549884278
rx_layout1083.csv rx_layout1077.csv 0.476761377816
rx_layout1083.csv rx_layout1080.csv 0.456786638639
rx_layout1083.csv rx_layout1083.csv 1.0
rx_layout1083.csv rx_layout1089.csv 0.383080940592
rx_layout1083.csv rx_layout1094.csv 0.440098115335
rx_layout1083.csv rx_layout1107.csv 0
rx_layout1083.csv rx_layout1109.csv 0
rx_layout1083.csv rx_layout1121.csv 0.329594027716
rx_layout1089.csv rx_layout100.csv 0.34577969569
rx_layout1089.csv rx_layout1002.csv 0
rx_layout1089.csv rx_layout1003.csv 0
rx_layout1089.csv rx_layout1004.csv 0.353710743642
rx_layout1089.csv rx_layout1005.csv 0
rx_layout1089.csv rx_layout1013.csv 0.534602054535
rx_layout1089.csv rx_layout1014.csv 0.281971617739
rx_layout1089.csv rx_layout1016.csv 0
rx_layout1089.csv rx_layout104.csv 0.324320299255
rx_layout1089.csv rx_layout1044.csv 0.335009981575
rx_layout1089.csv rx_layout1046.csv 0.431828050884
rx_layout1089.csv rx_layout1047.csv 0
rx_layout1089.csv rx_layout1059.csv 0.495395894451
rx_layout1089.csv rx_layout1063.csv 0.418421994307
rx_layout1089.csv rx_layout1066.csv 0.394648062576
rx_layout1089.csv rx_layout1074.csv 0.390727758051
rx_layout1089.csv rx_layout1075.csv 0.390727758051
rx_layout1089.csv rx_layout1077.csv 0
rx_layout1089.csv rx_layout1080.csv 0.51490563787
rx_layout1089.csv rx_layout1083.csv 0.412682407394
rx_layout1089.csv rx_layout1089.csv 1.0
rx_layout1089.csv rx_layout1094.csv 0.374659694379
rx_layout1089.csv rx_layout1107.csv 0.541041070645
rx_layout1089.csv rx_layout1109.csv 0
rx_layout1089.csv rx_layout1121.csv 0.353042044667
rx_layout1094.csv rx_layout100.csv 0.438810465563
rx_layout1094.csv rx_layout1002.csv 0
rx_layout1094.csv rx_layout1003.csv 0
rx_layout1094.csv rx_layout1004.csv 0
rx_layout1094.csv rx_layout1005.csv 0
rx_layout1094.csv rx_layout1013.csv 0.379770604217
rx_layout1094.csv rx_layout1014.csv 0
rx_layout1094.csv rx_layout1016.csv 0
rx_layout1094.csv rx_layout104.csv 0.466127126082
rx_layout1094.csv rx_layout1044.csv 0.523726547769
rx_layout1094.csv rx_layout1046.csv 0.453763556231
rx_layout1094.csv rx_layout1047.csv 0
rx_layout1094.csv rx_layout1059.csv 0.458749660192
rx_layout1094.csv rx_layout1063.csv 0.467049314858
rx_layout1094.csv rx_layout1066.csv 0.402236908185
